gene	SC1	SC2	SC3	SC4	SC5	SC6
ENSG00000261814	0	0	0	0	0	0
ENSG00000261815	0	0	0	0	0	0
ENSG00000261816	0	0	0	0	0	0
ENSG00000261817	1	0	0	0	0	0
ENSG00000261818	0	0	0	0	0	0
ENSG00000261819	21	38	23	21	19	19
ENSG00000261820	0	0	0	0	0	0
ENSG00000261821	3	1	3	3	2	0
ENSG00000261822	0	0	0	0	0	0
ENSG00000261823	0	1	1	0	0	0
ENSG00000261824	165	285	144	258	379	229
ENSG00000261826	0	0	0	0	0	0
ENSG00000261829	2	0	0	0	0	0
ENSG00000261831	0	0	0	0	0	0
ENSG00000261832	0	0	0	0	0	0
ENSG00000261833	0	0	0	0	0	0
ENSG00000261834	0	0	0	0	0	0
ENSG00000261835	0	0	0	0	0	0
ENSG00000261836	0	0	0	0	0	0
ENSG00000261837	0	0	1	0	0	0
ENSG00000261838	2	2	2	5	0	0
ENSG00000261839	0	0	0	3	0	0
ENSG00000261840	22	10	30	17	14	24
ENSG00000261842	3	0	1	0	3	0
ENSG00000261845	0	0	0	0	0	0
ENSG00000261846	0	0	0	0	0	0
ENSG00000261847	0	0	0	0	0	0
ENSG00000261848	0	10	1	1	0	0
ENSG00000261852	0	0	0	0	0	0
ENSG00000261853	0	0	0	0	0	0
ENSG00000261856	0	0	0	0	0	0
ENSG00000261857	1	0	3	7	0	3
ENSG00000261862	0	0	0	0	0	0
ENSG00000261863	0	0	0	0	0	0
ENSG00000261864	1	0	4	0	0	0
ENSG00000261866	0	0	0	0	0	0
ENSG00000261867	0	0	0	0	0	0
ENSG00000261868	7	7	6	4	4	8
ENSG00000261872	0	0	2	0	0	0
ENSG00000261873	0	0	0	0	0	0
ENSG00000261879	9	5	6	5	3	2
ENSG00000261882	0	0	0	0	0	0
ENSG00000261884	12	11	21	19	7	46
ENSG00000261886	4	3	0	0	1	1
ENSG00000261888	13	15	4	5	4	22
ENSG00000261889	3	0	2	9	7	2
ENSG00000261893	0	0	0	0	0	0
ENSG00000261897	0	0	0	0	0	0
ENSG00000261898	0	0	0	4	1	0
ENSG00000261904	0	0	0	0	0	0
ENSG00000261905	0	0	0	0	0	0
ENSG00000261914	0	0	0	0	0	0
ENSG00000261915	0	0	0	0	0	0
ENSG00000261916	6	2	4	1	2	6
ENSG00000261924	4	50	7	12	12	5
ENSG00000261925	0	0	0	0	0	0
ENSG00000261934	9	18	10	5	25	10
ENSG00000261936	0	0	0	0	0	0
ENSG00000261938	0	0	0	0	0	0
ENSG00000261939	0	0	1	0	0	0
ENSG00000261949	0	1	0	0	0	0
ENSG00000261958	0	0	0	0	0	0
ENSG00000261959	1	0	0	0	0	0
ENSG00000261963	1	0	4	1	0	1
ENSG00000261965	0	0	0	0	0	0
ENSG00000261968	0	0	0	0	0	0
ENSG00000261970	0	1	2	0	0	0
ENSG00000261971	37	76	30	31	27	77
ENSG00000261972	0	0	0	0	0	0
ENSG00000261976	0	0	0	0	0	0
ENSG00000261978	1	0	3	0	0	0
ENSG00000261984	0	0	0	0	0	0
ENSG00000261986	0	0	0	0	0	0
ENSG00000261987	0	0	0	0	0	0
ENSG00000261992	0	0	0	0	0	0
ENSG00000261994	0	0	0	0	0	0
ENSG00000261996	55	38	48	35	25	33
ENSG00000261997	11	2	6	2	1	8
ENSG00000262000	0	0	0	0	0	0
ENSG00000262001	17	85	35	56	73	38
ENSG00000262003	9	16	5	0	0	1
ENSG00000262006	0	0	0	0	0	1
ENSG00000262008	0	0	0	0	0	0
ENSG00000262011	0	0	0	0	0	0
ENSG00000262016	0	0	0	0	0	0
ENSG00000262020	0	0	0	3	1	0
ENSG00000262024	0	0	0	0	0	0
ENSG00000262025	0	0	0	0	0	0
ENSG00000262031	0	0	0	0	0	0
ENSG00000262036	0	0	0	0	0	0
ENSG00000262038	0	0	0	0	0	0
ENSG00000262039	0	0	1	1	0	0
ENSG00000262040	0	0	0	0	0	0
ENSG00000262045	0	0	0	0	0	0
ENSG00000262048	0	0	0	0	0	0
ENSG00000262049	15	16	25	20	11	13
ENSG00000262050	3	2	2	0	1	6
ENSG00000262052	0	0	1	0	0	0
ENSG00000262055	0	0	0	0	0	0
ENSG00000262061	0	1	0	0	0	0
ENSG00000262067	0	0	0	0	0	0
ENSG00000262068	0	0	0	0	0	0
ENSG00000262074	0	0	1	0	0	2
ENSG00000262075	0	0	0	0	0	1
ENSG00000262079	0	0	0	3	0	0
ENSG00000262081	0	0	0	0	0	0
ENSG00000262082	0	0	0	0	0	0
ENSG00000262085	0	0	0	0	2	0
ENSG00000262089	3	9	7	3	9	10
ENSG00000262090	0	0	0	0	0	0
ENSG00000262094	0	0	0	0	0	0
ENSG00000262095	0	0	0	0	0	0
ENSG00000262096	0	1	0	1	3	2
ENSG00000262097	0	0	0	0	0	0
ENSG00000262098	1	0	0	0	0	3
ENSG00000262099	0	0	0	0	0	0
ENSG00000262102	0	0	0	0	0	0
ENSG00000262104	0	0	0	0	0	0
ENSG00000262106	0	0	0	0	0	0
ENSG00000262107	0	0	0	0	0	0
ENSG00000262111	0	0	0	0	0	0
ENSG00000262112	0	0	0	0	0	0
ENSG00000262113	0	0	0	0	0	0
ENSG00000262115	1	0	0	0	0	2
ENSG00000262116	0	0	0	3	0	0
ENSG00000262117	0	0	1	0	1	1
ENSG00000262118	3	10	1	2	0	0
ENSG00000262119	0	0	0	0	0	0
ENSG00000262120	0	0	0	0	0	0
ENSG00000262121	0	0	0	0	0	0
ENSG00000262132	0	0	0	0	0	0
ENSG00000262133	6	2	1	0	1	5
ENSG00000262135	0	0	0	0	2	0
ENSG00000262136	2	8	3	1	5	0
ENSG00000262139	0	0	0	0	0	0
ENSG00000262140	3	2	0	1	0	0
ENSG00000262141	7	0	2	1	0	0
ENSG00000262145	0	0	0	0	0	0
ENSG00000262147	5	7	6	11	7	8
ENSG00000262148	0	0	0	0	0	0
ENSG00000262151	0	0	0	0	0	0
ENSG00000262152	26	12	55	13	39	49
ENSG00000262154	0	0	2	0	0	0
ENSG00000262155	23	33	20	21	20	23
ENSG00000262156	0	0	0	0	0	0
ENSG00000262158	0	0	0	0	0	0
ENSG00000262159	0	0	0	0	0	0
ENSG00000262160	0	0	0	0	0	0
ENSG00000262164	0	0	0	0	0	0
ENSG00000262165	24	21	15	19	15	13
ENSG00000262171	2	0	1	0	1	1
ENSG00000262172	0	3	1	0	3	1
ENSG00000262179	4	3	4	2	2	3
ENSG00000262180	19	6	9	3	17	23
ENSG00000262181	0	0	0	0	0	0
ENSG00000262185	0	3	2	5	0	4
ENSG00000262187	0	0	0	0	0	0
ENSG00000262188	0	3	1	4	0	2
ENSG00000262191	0	0	0	0	0	0
ENSG00000262193	0	0	0	0	0	0
ENSG00000262194	7	10	5	4	3	2
ENSG00000262198	0	0	0	0	0	0
ENSG00000262201	0	0	0	0	0	0
ENSG00000262202	0	0	0	3	2	0
ENSG00000262209	8	26	4	22	13	26
ENSG00000262210	0	0	0	0	0	0
ENSG00000262211	0	0	0	0	0	0
ENSG00000262213	1	0	0	0	0	0
ENSG00000262214	0	0	0	0	0	0
ENSG00000262217	0	0	0	0	0	0
ENSG00000262218	0	0	0	0	0	0
ENSG00000262221	0	0	0	0	0	0
ENSG00000262222	31	32	21	31	22	7
ENSG00000262223	0	1	0	1	2	5
ENSG00000262226	0	0	0	0	0	0
ENSG00000262227	12	13	20	28	15	7
ENSG00000262228	2	4	2	0	1	3
ENSG00000262230	0	0	0	0	0	0
ENSG00000262231	0	0	0	0	0	0
ENSG00000262235	0	0	0	0	0	0
ENSG00000262237	0	0	0	0	0	0
ENSG00000262243	0	0	0	0	0	0
ENSG00000262246	71	83	126	77	90	79
ENSG00000262248	9	11	2	0	9	9
ENSG00000262251	9	2	13	6	7	0
ENSG00000262259	0	0	0	0	0	0
ENSG00000262262	0	0	0	0	0	0
ENSG00000262265	3	0	0	0	0	1
ENSG00000262267	0	0	0	0	0	0
ENSG00000262268	0	0	0	0	0	0
ENSG00000262271	0	0	0	0	0	0
ENSG00000262280	0	0	0	0	0	0
ENSG00000262282	0	0	0	0	0	0
ENSG00000262292	0	0	0	0	0	0
ENSG00000262293	0	0	0	0	0	0
ENSG00000262294	0	0	0	0	0	0
ENSG00000262296	1	1	0	0	0	0
ENSG00000262298	3	0	0	0	0	1
ENSG00000262299	0	0	0	0	0	0
ENSG00000262302	0	0	0	0	0	0
ENSG00000262303	0	0	0	0	0	0
ENSG00000262304	2	0	1	0	2	0
ENSG00000262312	4	0	0	0	0	1
ENSG00000262313	1	0	0	0	0	0
ENSG00000262315	0	0	0	0	0	0
ENSG00000262316	0	0	0	0	0	0
ENSG00000262319	0	0	0	0	0	0
ENSG00000262322	0	0	0	0	0	1
ENSG00000262327	0	0	0	0	0	0
ENSG00000262332	0	0	0	0	0	0
ENSG00000262333	12	13	18	6	12	4
ENSG00000262334	0	0	0	0	0	0
ENSG00000262339	0	0	0	0	0	0
ENSG00000262343	0	2	0	3	0	2
ENSG00000262347	0	0	0	0	0	0
ENSG00000262349	0	0	0	0	0	0
ENSG00000262352	0	0	0	0	0	0
ENSG00000262354	0	0	0	0	0	0
ENSG00000262358	1	0	2	2	1	0
ENSG00000262362	2	1	4	0	3	6
ENSG00000262366	0	0	0	0	0	0
ENSG00000262370	0	0	0	0	0	3
ENSG00000262372	2	4	4	2	0	7
ENSG00000262375	0	0	0	0	0	0
ENSG00000262376	0	0	0	0	0	0
ENSG00000262380	2	0	5	0	4	2
ENSG00000262381	0	0	0	0	0	0
ENSG00000262384	0	0	0	0	0	0
ENSG00000262395	0	0	0	0	0	0
ENSG00000262400	0	0	0	0	0	0
ENSG00000262402	5	7	6	5	3	1
ENSG00000262403	0	0	0	0	0	0
ENSG00000262406	9	186	0	4	1	30
ENSG00000262408	0	0	2	0	0	0
ENSG00000262410	2	0	0	0	0	3
ENSG00000262411	0	0	0	0	0	0
ENSG00000262412	0	0	1	0	1	0
ENSG00000262413	0	0	0	0	0	0
ENSG00000262418	0	0	0	0	0	0
ENSG00000262420	6	9	6	1	6	0
ENSG00000262429	0	0	0	0	0	0
ENSG00000262434	21	18	9	20	12	10
ENSG00000262435	0	0	0	0	0	0
ENSG00000262445	3	6	3	9	0	0
ENSG00000262446	0	0	0	0	0	0
ENSG00000262453	0	0	0	0	0	0
ENSG00000262454	79	173	94	183	105	98
ENSG00000262456	0	0	0	0	0	0
ENSG00000262461	0	0	0	0	0	0
ENSG00000262466	0	0	0	0	0	0
ENSG00000262468	16	18	27	16	31	32
ENSG00000262469	0	0	0	0	0	0
ENSG00000262470	18	24	22	9	16	26
ENSG00000262471	0	0	0	0	0	0
ENSG00000262473	0	0	0	0	0	0
ENSG00000262476	0	0	0	0	0	0
ENSG00000262477	0	0	1	1	0	0
ENSG00000262480	1	0	1	0	0	2
ENSG00000262481	1	0	0	0	2	1
ENSG00000262482	3	2	0	1	6	11
ENSG00000262484	1	6	0	1	3	4
ENSG00000262487	0	0	0	0	0	0
ENSG00000262488	0	0	0	0	0	0
ENSG00000262492	0	0	0	1	0	0
ENSG00000262495	0	0	0	0	0	0
ENSG00000262497	0	5	0	2	1	0
ENSG00000262500	1	0	0	2	0	0
ENSG00000262503	4	5	1	5	1	10
ENSG00000262505	0	0	0	0	0	0
ENSG00000262510	0	0	0	0	0	0
ENSG00000262512	0	0	0	0	0	0
ENSG00000262513	0	0	0	0	0	0
ENSG00000262514	0	0	0	0	0	0
ENSG00000262516	0	0	3	0	0	0
ENSG00000262517	0	0	0	0	0	0
ENSG00000262518	0	0	0	0	0	0
ENSG00000262519	123	157	8	17	247	5
ENSG00000262520	0	0	0	0	0	0
ENSG00000262521	0	0	0	0	0	0
ENSG00000262525	0	0	0	0	0	0
ENSG00000262526	0	0	0	0	0	0
ENSG00000262528	0	0	0	0	0	0
ENSG00000262529	2	2	0	0	0	1
ENSG00000262531	0	0	0	0	0	0
ENSG00000262533	0	0	0	0	0	0
ENSG00000262535	0	0	0	0	0	0
ENSG00000262536	0	0	0	0	0	0
ENSG00000262539	27	24	25	14	22	0
ENSG00000262542	0	0	0	0	0	0
ENSG00000262543	0	0	0	0	0	0
ENSG00000262554	0	0	0	0	0	0
ENSG00000262558	0	1	0	0	0	1
ENSG00000262560	0	0	0	0	0	0
ENSG00000262561	0	0	0	0	0	0
ENSG00000262566	0	0	0	0	0	0
ENSG00000262573	0	0	0	0	0	0
ENSG00000262576	7	24	5	5	9	21
ENSG00000262579	0	0	0	0	0	0
ENSG00000262580	30	28	34	24	42	137
ENSG00000262583	8	0	9	3	8	6
ENSG00000262585	2	7	1	5	1	2
ENSG00000262587	12	13	11	8	4	13
ENSG00000262591	0	0	0	0	0	0
ENSG00000262592	0	0	0	0	0	0
ENSG00000262594	0	0	0	0	0	0
ENSG00000262599	0	0	0	0	0	0
ENSG00000262601	24	37	21	50	22	51
ENSG00000262603	0	0	0	0	0	0
ENSG00000262607	0	0	0	0	0	0
ENSG00000262609	1	0	0	0	1	0
ENSG00000262611	0	0	0	0	0	0
ENSG00000262612	0	0	0	0	0	0
ENSG00000262616	0	0	0	0	0	0
ENSG00000262619	3	2	0	0	0	0
ENSG00000262621	0	4	0	0	0	0
ENSG00000262623	0	0	0	0	0	0
ENSG00000262624	0	0	0	0	0	0
ENSG00000262628	0	0	0	0	0	0
ENSG00000262633	0	0	0	0	0	0
ENSG00000262634	0	0	0	0	0	0
ENSG00000262635	0	0	0	0	0	0
ENSG00000262636	1	0	0	0	0	0
ENSG00000262640	0	0	0	0	0	0
ENSG00000262647	0	0	0	0	0	0
ENSG00000262648	0	0	0	0	0	0
ENSG00000262651	0	0	0	0	0	0
ENSG00000262652	2	2	8	4	1	0
ENSG00000262655	40	63	13	21	33	33
ENSG00000262656	0	0	0	0	0	0
ENSG00000262660	0	0	0	0	0	0
ENSG00000262662	0	0	0	0	0	3
ENSG00000262663	13	3	4	0	2	11
ENSG00000262664	0	0	0	0	0	0
ENSG00000262666	0	0	0	0	0	0
ENSG00000262668	4	10	4	18	6	2
ENSG00000262670	0	3	0	0	0	0
ENSG00000262671	0	0	0	0	0	0
ENSG00000262678	10	5	7	8	6	8
ENSG00000262679	0	0	0	0	0	0
ENSG00000262681	3	7	4	4	3	6
ENSG00000262686	3	1	0	10	8	7
ENSG00000262691	8	8	1	6	13	30
ENSG00000262692	11	5	4	1	1	14
ENSG00000262693	1	0	0	0	0	0
ENSG00000262700	1	4	6	2	0	10
ENSG00000262703	4	1	5	3	1	5
ENSG00000262704	0	0	0	0	0	0
ENSG00000262708	1	1	0	0	0	2
ENSG00000262710	0	0	0	0	0	0
ENSG00000262712	23	35	25	22	11	6
ENSG00000262714	22	17	44	19	15	23
ENSG00000262721	0	0	0	0	0	0
ENSG00000262728	0	0	3	3	1	2
ENSG00000262730	0	0	0	0	0	0
ENSG00000262731	0	0	0	0	0	0
ENSG00000262732	2	1	3	1	0	0
ENSG00000262734	0	0	0	0	0	0
ENSG00000262745	0	0	0	0	0	0
ENSG00000262748	0	0	0	0	0	0
ENSG00000262749	0	0	0	0	0	0
ENSG00000262752	0	0	0	0	0	0
ENSG00000262755	0	0	0	0	0	0
ENSG00000262758	167	179	212	153	156	109
ENSG00000262759	0	1	2	1	0	0
ENSG00000262766	8	12	3	7	13	19
ENSG00000262767	0	0	0	0	0	0
ENSG00000262768	0	0	0	0	0	1
ENSG00000262769	0	0	1	0	0	0
ENSG00000262771	0	0	0	0	0	0
ENSG00000262772	1	6	0	3	8	1
ENSG00000262776	0	0	0	0	0	0
ENSG00000262777	10	5	9	9	7	0
ENSG00000262784	0	0	0	0	0	0
ENSG00000262785	0	0	0	0	0	0
ENSG00000262786	0	0	0	0	0	0
ENSG00000262788	0	0	0	0	0	0
ENSG00000262791	0	0	0	0	0	0
ENSG00000262795	0	0	0	0	0	0
ENSG00000262796	0	0	0	0	0	0
ENSG00000262801	0	0	0	0	0	0
ENSG00000262802	0	0	0	0	0	0
ENSG00000262803	1	1	0	0	0	0
ENSG00000262808	0	0	0	0	0	0
ENSG00000262810	1	0	0	0	0	0
ENSG00000262814	340	239	392	298	263	145
ENSG00000262815	0	0	1	0	0	1
ENSG00000262818	0	0	0	0	0	0
ENSG00000262819	0	0	0	0	0	0
ENSG00000262823	0	0	1	2	2	1
ENSG00000262826	0	0	0	0	0	0
ENSG00000262829	0	0	0	0	0	0
ENSG00000262831	0	0	0	0	0	0
ENSG00000262833	2	4	3	0	0	1
ENSG00000262837	1	3	0	2	0	0
ENSG00000262845	0	0	0	0	0	0
ENSG00000262848	0	0	0	0	0	0
ENSG00000262851	0	0	0	0	0	0
ENSG00000262855	0	0	0	0	0	0
ENSG00000262860	0	0	0	0	0	0
ENSG00000262862	0	0	0	0	0	0
ENSG00000262869	0	0	0	0	0	0
ENSG00000262870	1	0	1	0	5	0
ENSG00000262873	3	1	0	6	0	16
ENSG00000262874	0	0	0	0	0	0
ENSG00000262877	7	1	2	3	2	7
ENSG00000262879	438	463	341	377	285	325
ENSG00000262880	0	0	0	0	0	0
ENSG00000262881	0	0	0	0	0	0
ENSG00000262884	4	3	7	7	0	0
ENSG00000262885	0	0	0	0	0	0
ENSG00000262888	4	5	0	3	1	0
ENSG00000262890	0	0	0	0	0	0
ENSG00000262892	0	0	0	0	0	0
ENSG00000262896	0	0	0	0	0	0
ENSG00000262898	0	0	0	0	0	0
ENSG00000262899	0	0	0	0	0	0
ENSG00000262902	0	0	0	3	0	0
ENSG00000262903	28	23	28	29	20	59
ENSG00000262904	6	2	8	1	3	2
ENSG00000262905	3	1	2	1	1	14
ENSG00000262911	0	0	0	0	0	0
ENSG00000262912	0	0	0	0	0	0
ENSG00000262919	710	818	800	803	749	340
ENSG00000262920	0	0	0	0	0	0
ENSG00000262921	0	0	0	0	0	0
ENSG00000262922	0	0	0	0	0	0
ENSG00000262927	0	0	0	0	0	0
ENSG00000262938	0	0	0	0	0	0
ENSG00000262943	110	143	75	124	93	155
ENSG00000262946	0	0	0	0	0	0
ENSG00000262950	0	0	0	0	0	0
ENSG00000262952	1	0	0	0	0	0
ENSG00000262953	1	0	0	1	2	0
ENSG00000262959	1	3	3	4	0	5
ENSG00000262961	0	0	0	0	0	0
ENSG00000262962	0	0	1	0	0	0
ENSG00000262966	0	0	1	0	0	1
ENSG00000262967	0	0	0	0	0	0
ENSG00000262973	0	13	0	13	3	2
ENSG00000262974	0	0	0	0	0	0
ENSG00000262979	12	10	5	0	3	15
ENSG00000262980	0	0	0	0	0	0
ENSG00000262983	0	0	0	0	0	0
ENSG00000262986	0	0	0	0	0	0
ENSG00000262990	0	0	0	0	0	0
ENSG00000262993	0	0	0	0	0	0
ENSG00000262994	0	0	0	0	0	0
ENSG00000262995	0	0	0	0	0	0
ENSG00000262999	0	0	0	0	1	0
ENSG00000263001	2064	2611	2176	2414	1963	1237
ENSG00000263002	202	281	244	330	215	115
ENSG00000263004	18	21	23	25	27	32
ENSG00000263006	4	10	9	20	26	13
ENSG00000263011	7	1	2	2	3	4
ENSG00000263012	0	0	0	0	0	0
ENSG00000263013	52	77	44	84	50	18
ENSG00000263014	0	0	0	0	0	0
ENSG00000263015	0	2	0	0	2	2
ENSG00000263017	4	0	6	0	1	1
ENSG00000263020	0	0	0	0	0	0
ENSG00000263022	0	0	0	0	0	0
ENSG00000263028	0	0	0	0	0	0
ENSG00000263029	0	0	0	0	0	0
ENSG00000263033	1	2	3	0	0	2
ENSG00000263037	0	0	0	0	0	0
ENSG00000263041	0	0	0	0	0	0
ENSG00000263042	0	0	0	0	0	0
ENSG00000263045	4	2	1	0	2	0
ENSG00000263050	18	23	17	43	16	1
ENSG00000263051	0	0	0	0	0	0
ENSG00000263057	0	0	0	0	0	0
ENSG00000263063	4	5	1	0	0	0
ENSG00000263064	15	5	10	4	10	10
ENSG00000263065	0	0	0	0	0	1
ENSG00000263069	9	4	15	5	4	16
ENSG00000263070	0	0	0	0	0	0
ENSG00000263072	107	119	122	86	73	56
ENSG00000263080	1	4	2	3	4	4
ENSG00000263081	0	0	0	0	0	0
ENSG00000263082	10	16	5	6	6	20
ENSG00000263083	0	0	0	0	0	0
ENSG00000263089	10	10	5	8	2	3
ENSG00000263090	0	0	0	0	0	0
ENSG00000263091	0	0	0	0	0	0
ENSG00000263096	0	0	0	0	2	3
ENSG00000263097	0	0	0	0	0	0
ENSG00000263098	0	0	1	0	0	0
ENSG00000263101	0	0	0	0	0	0
ENSG00000263103	0	0	0	0	0	0
ENSG00000263105	0	6	1	4	0	2
ENSG00000263107	0	0	0	0	0	0
ENSG00000263110	0	0	0	0	0	0
ENSG00000263114	0	0	0	0	0	0
ENSG00000263115	0	0	0	0	0	0
ENSG00000263120	1	0	0	2	0	1
ENSG00000263125	0	0	0	0	0	0
ENSG00000263126	5	11	10	2	2	4
ENSG00000263127	0	0	0	0	0	0
ENSG00000263130	0	0	0	0	0	0
ENSG00000263136	0	0	0	0	0	0
ENSG00000263137	0	0	0	0	0	0
ENSG00000263140	0	0	0	0	0	0
ENSG00000263141	0	0	0	0	0	0
ENSG00000263142	139	174	111	153	146	175
ENSG00000263146	0	0	0	0	1	0
ENSG00000263150	0	0	0	0	0	0
ENSG00000263154	3	3	0	1	5	0
ENSG00000263155	19	26	7	23	27	12
ENSG00000263158	0	0	0	0	0	0
ENSG00000263159	1	0	0	0	0	0
ENSG00000263160	0	0	0	0	0	0
ENSG00000263163	0	0	0	0	0	0
ENSG00000263164	1	2	0	0	0	2
ENSG00000263165	0	0	0	0	0	0
ENSG00000263167	0	0	1	0	1	0
ENSG00000263171	0	0	0	0	0	0
ENSG00000263176	1	0	0	0	0	0
ENSG00000263177	0	1	1	4	0	1
ENSG00000263179	187	217	247	276	223	195
ENSG00000263181	0	0	0	0	0	0
ENSG00000263186	0	0	0	0	0	0
ENSG00000263189	0	0	0	0	0	0
ENSG00000263196	0	0	0	0	0	0
ENSG00000263198	0	0	0	0	0	0
ENSG00000263199	0	0	0	0	0	0
ENSG00000263201	5	1	0	2	0	0
ENSG00000263204	0	0	0	0	0	0
ENSG00000263206	0	0	0	0	0	0
ENSG00000263207	0	0	0	0	0	0
ENSG00000263212	0	0	0	0	0	0
ENSG00000263214	4	10	1	2	4	21
ENSG00000263218	0	0	0	0	0	0
ENSG00000263219	35	60	60	51	40	29
ENSG00000263220	2	0	0	0	0	0
ENSG00000263229	0	0	0	0	0	0
ENSG00000263231	0	0	0	0	0	0
ENSG00000263232	84	93	82	81	100	50
ENSG00000263234	0	0	0	0	0	0
ENSG00000263235	9	14	0	8	3	8
ENSG00000263236	0	0	0	0	0	0
ENSG00000263237	0	0	0	0	0	0
ENSG00000263238	0	0	0	0	0	0
ENSG00000263241	0	0	0	0	0	0
ENSG00000263242	0	0	0	0	0	0
ENSG00000263243	0	0	0	0	0	0
ENSG00000263244	0	0	0	0	0	0
ENSG00000263247	0	0	0	0	0	0
ENSG00000263252	0	0	0	0	0	0
ENSG00000263253	0	0	0	0	0	0
ENSG00000263257	7	4	6	6	1	0
ENSG00000263259	0	0	0	0	0	0
ENSG00000263263	0	0	0	0	0	0
ENSG00000263264	5	0	5	1	1	0
ENSG00000263266	4087	2905	4817	4458	4642	2154
ENSG00000263267	0	0	0	0	0	0
ENSG00000263270	0	0	0	0	0	0
ENSG00000263271	0	0	0	0	0	0
ENSG00000263272	37	27	49	23	30	87
ENSG00000263275	0	0	0	0	0	0
ENSG00000263276	2	4	2	1	0	0
ENSG00000263277	0	0	0	0	0	0
ENSG00000263278	0	0	0	0	0	1
ENSG00000263279	0	0	0	0	0	0
ENSG00000263280	2	0	0	2	0	0
ENSG00000263290	0	0	0	0	0	0
ENSG00000263293	3	2	0	0	0	0
ENSG00000263296	0	0	0	0	0	0
ENSG00000263300	2	0	1	1	2	9
ENSG00000263301	0	0	0	0	0	0
ENSG00000263305	0	0	0	0	0	0
ENSG00000263307	5	0	5	1	1	7
ENSG00000263309	0	0	0	0	0	0
ENSG00000263310	0	0	0	0	0	0
ENSG00000263311	2	1	0	0	4	0
ENSG00000263312	0	0	0	0	0	0
ENSG00000263314	0	0	0	0	0	0
ENSG00000263316	3	2	2	8	4	9
ENSG00000263317	0	0	0	0	0	0
ENSG00000263321	1	2	0	0	0	5
ENSG00000263322	0	0	0	0	0	0
ENSG00000263324	0	0	0	0	0	0
ENSG00000263325	0	0	0	0	0	0
ENSG00000263326	4	11	3	1	9	4
ENSG00000263327	19	50	11	22	20	6
ENSG00000263328	0	0	0	0	0	0
ENSG00000263331	0	0	0	0	0	0
ENSG00000263335	26	20	34	26	14	28
ENSG00000263337	0	0	0	0	0	0
ENSG00000263338	0	0	0	0	0	3
ENSG00000263341	0	0	0	0	0	0
ENSG00000263342	0	0	0	0	0	0
ENSG00000263343	9	3	4	2	6	1
ENSG00000263345	4	2	5	9	4	11
ENSG00000263350	11	9	13	6	3	4
ENSG00000263351	0	0	0	0	0	0
ENSG00000263353	1	0	1	2	1	1
ENSG00000263354	0	0	0	0	0	0
ENSG00000263355	0	0	0	0	0	0
ENSG00000263357	0	0	0	0	0	0
ENSG00000263358	0	0	0	0	0	0
ENSG00000263359	0	0	0	0	0	0
ENSG00000263360	0	0	0	0	0	0
ENSG00000263361	0	1	0	0	1	1
ENSG00000263362	0	0	0	0	0	0
ENSG00000263363	0	0	0	0	0	0
ENSG00000263365	0	0	0	0	0	0
ENSG00000263366	1	1	1	1	0	0
ENSG00000263367	0	0	0	0	0	0
ENSG00000263368	0	0	2	0	0	0
ENSG00000263369	0	0	0	0	0	0
ENSG00000263370	9	9	0	0	1	1
ENSG00000263371	0	0	0	0	0	0
ENSG00000263372	0	2	0	0	2	0
ENSG00000263375	0	0	0	0	0	0
ENSG00000263377	0	0	0	0	0	0
ENSG00000263378	0	0	0	0	0	0
ENSG00000263381	0	0	0	0	0	0
ENSG00000263382	0	0	0	0	0	0
ENSG00000263383	0	0	0	0	0	0
ENSG00000263384	0	0	0	0	0	0
ENSG00000263388	1	0	0	0	1	1
ENSG00000263389	0	0	0	0	0	0
ENSG00000263390	0	0	0	0	0	0
ENSG00000263391	0	0	0	0	0	0
ENSG00000263392	0	0	0	0	0	0
ENSG00000263393	3	3	3	0	0	2
ENSG00000263394	0	0	0	0	0	0
ENSG00000263395	0	0	0	0	0	0
ENSG00000263396	0	0	0	0	0	0
ENSG00000263397	0	0	0	0	0	0
ENSG00000263399	0	0	0	0	0	0
ENSG00000263400	3	1	2	9	11	3
ENSG00000263401	0	0	0	0	0	0
ENSG00000263403	1	0	0	2	0	0
ENSG00000263404	0	0	0	0	0	0
ENSG00000263405	0	0	0	0	0	0
ENSG00000263407	0	0	0	2	1	0
ENSG00000263409	0	0	0	0	0	0
ENSG00000263410	0	0	0	0	0	0
ENSG00000263412	7	13	21	12	10	8
ENSG00000263413	0	0	0	0	0	0
ENSG00000263414	0	0	0	0	0	0
ENSG00000263415	0	0	0	0	0	0
ENSG00000263416	0	0	0	0	0	0
ENSG00000263417	0	0	0	0	0	0
ENSG00000263418	0	0	0	0	0	0
ENSG00000263419	0	0	0	0	0	0
ENSG00000263421	0	0	0	0	0	0
ENSG00000263422	13	6	4	3	3	4
ENSG00000263423	0	0	0	0	0	0
ENSG00000263424	0	0	0	0	0	0
ENSG00000263425	0	0	0	0	0	0
ENSG00000263426	142	101	125	65	257	87
ENSG00000263427	0	0	0	0	0	0
ENSG00000263429	11	5	6	0	9	44
ENSG00000263432	11	4	3	9	5	14
ENSG00000263433	0	0	0	0	0	0
ENSG00000263435	0	0	0	0	0	0
ENSG00000263436	0	0	0	0	0	0
ENSG00000263437	0	0	0	0	0	0
ENSG00000263438	0	0	0	0	0	0
ENSG00000263439	0	0	0	0	0	0
ENSG00000263441	0	0	0	0	0	0
ENSG00000263442	0	0	0	0	0	0
